date,newCases,cases,newDeaths,deaths,positiveTests,negativeTests,vaccinationsCompleted
2021-07-11,5457.0,33649995.0,30.0,603923.0,35982225.0,438601522.0,156057188.0
2021-07-12,35193.0,33685188.0,273.0,604195.0,36013530.0,439151826.0,156283468.0
2021-07-13,42860.0,33728048.0,432.0,604626.0,36049724.0,439847414.0,156455962.0
2021-07-14,37960.0,33766008.0,393.0,605019.0,36088448.0,440559777.0,156891547.0
2021-07-15,35875.0,33801883.0,334.0,605353.0,36130575.0,441279340.0,157169867.0
2021-07-16,51465.0,33252116.0,359.0,595847.0,35535796.0,435846325.0,155384866.0
2021-07-17,12270.0,32039486.0,87.0,577559.0,34308926.0,418089021.0,150294873.0
2021-07-18,8842.0,33875007.0,36.0,605828.0,36241389.0,442801812.0,157960878.0
2021-07-19,57038.0,33330242.0,235.0,596201.0,35649046.0,437287364.0,156142592.0
2021-07-20,61886.0,33995769.0,299.0,606357.0,36350593.0,444237883.0,158364785.0
2021-07-21,59705.0,34055474.0,394.0,606751.0,36416956.0,445090688.0,158617262.0
2021-07-22,65220.0,34120694.0,359.0,607109.0,36485196.0,445930331.0,158881846.0
2021-07-23,80571.0,33874389.0,403.0,602276.0,36246505.0,443798631.0,157876489.0
2021-07-24,21223.0,34224205.0,101.0,607652.0,36614187.0,447321555.0,159421271.0
2021-07-25,13424.0,34237629.0,48.0,607700.0,36666124.0,447758837.0,159713063.0
2021-07-26,92713.0,34330342.0,273.0,607973.0,36743602.0,448461136.0,159856855.0
2021-07-27,106689.0,34437031.0,483.0,608456.0,36837487.0,449393465.0,159994251.0
2021-07-28,84783.0,34521814.0,490.0,608946.0,36937911.0,450385725.0,160265875.0
2021-07-29,97695.0,34619509.0,399.0,609345.0,37039928.0,451379819.0,160535336.0
2021-07-30,121973.0,34630353.0,540.0,608185.0,37015920.0,450202242.0,160328430.0
2021-07-31,28963.0,34770590.0,142.0,610157.0,37227645.0,452986376.0,161098672.0
2021-08-01,22125.0,34792715.0,63.0,610220.0,37297106.0,453481549.0,161403328.0
2021-08-02,135365.0,34928080.0,457.0,610676.0,37401254.0,454334911.0,161560288.0
2021-08-03,137374.0,30186003.0,663.0,535330.0,32867280.0,385835104.0,135018589.0
2021-08-04,111527.0,34960243.0,723.0,609510.0,37386444.0,454781522.0,161004293.0
2021-08-05,125621.0,35315688.0,568.0,612628.0,37784580.0,457869240.0,162262103.0
2021-08-06,141409.0,31609576.0,776.0,551443.0,33629240.0,423379019.0,146640475.0
2021-08-07,41642.0,35524589.0,200.0,613673.0,38020717.0,459932499.0,162812208.0
2021-08-08,35176.0,35559765.0,126.0,613799.0,38108623.0,460555489.0,163078875.0
2021-08-09,177783.0,35737547.0,718.0,614517.0,38233496.0,461550419.0,163251306.0
2021-08-10,161634.0,35899181.0,1039.0,615556.0,38378121.0,462820381.0,163455113.0
2021-08-11,143483.0,31885626.0,689.0,551407.0,34421154.0,402593075.0,142427870.0
2021-08-12,137397.0,36191540.0,1005.0,616893.0,38682794.0,465538410.0,163933426.0
2021-08-13,185919.0,36377459.0,1078.0,617971.0,38829304.0,466898959.0,164270027.0
2021-08-14,48828.0,35981824.0,235.0,615681.0,38406364.0,463832815.0,163184435.0
2021-08-15,42559.0,36468842.0,173.0,618379.0,39041155.0,468590984.0,164918721.0
2021-08-16,258672.0,36727514.0,1011.0,619390.0,39181306.0,469716087.0,165239896.0
2021-08-17,142990.0,36507911.0,984.0,612067.0,38851415.0,461623662.0,163137095.0
2021-08-18,154895.0,35384981.0,1032.0,601173.0,37988561.0,453369489.0,156520533.0
2021-08-19,155335.0,36668507.0,1686.0,616828.0,39272886.0,466906307.0,161625048.0
2021-08-20,164154.0,32023684.0,1344.0,545732.0,34609430.0,399802979.0,138298207.0
2021-08-21,77312.0,36940198.0,459.0,618783.0,39539108.0,469265662.0,162408303.0
2021-08-22,39557.0,36979755.0,171.0,618954.0,39637958.0,469982405.0,162807059.0
2021-08-23,255657.0,36870380.0,1330.0,611947.0,39288702.0,461494226.0,160740009.0
2021-08-24,146298.0,37383264.0,1338.0,621620.0,39949356.0,472678891.0,163328706.0
2021-08-25,166922.0,37550186.0,1419.0,623039.0,40132213.0,474380094.0,163722704.0
2021-08-26,181249.0,37241283.0,2178.0,615250.0,39285744.0,464340539.0,160413613.0
2021-08-27,190193.0,37922872.0,1724.0,626937.0,40476633.0,477763428.0,164558530.0
2021-08-28,84435.0,38007307.0,548.0,627485.0,40604045.0,479033027.0,164996114.0
2021-08-29,41466.0,38048773.0,277.0,627762.0,40705888.0,479890705.0,165392921.0
2021-08-30,271106.0,38319879.0,1695.0,629457.0,40855341.0,481145864.0,165691583.0
2021-08-31,155126.0,38254757.0,1328.0,628451.0,40756322.0,481257725.0,165271808.0
2021-09-01,206120.0,38682340.0,1884.0,632699.0,41205145.0,484731688.0,166432273.0
2021-09-02,170072.0,38852412.0,2894.0,635593.0,41371977.0,486504179.0,166784574.0
2021-09-03,186537.0,39038949.0,1919.0,637512.0,41529648.0,488189566.0,167323197.0
2021-09-04,65129.0,38478400.0,517.0,630659.0,41025367.0,480607426.0,164428186.0
2021-09-05,43582.0,39147654.0,365.0,638394.0,41754896.0,490286739.0,0.0
2021-09-06,76288.0,39223942.0,511.0,638905.0,41841117.0,491015033.0,0.0
2021-09-07,289868.0,39513810.0,2166.0,641071.0,41973398.0,492260779.0,168394557.0
2021-09-08,179805.0,39693615.0,2120.0,643191.0,42138254.0,494106490.0,168796757.0
2021-09-09,166171.0,39859786.0,3150.0,646341.0,42300547.0,495983063.0,169106815.0
2021-09-10,171638.0,40031424.0,2338.0,648679.0,42456396.0,497857382.0,169543154.0
2021-09-11,73494.0,40104918.0,680.0,649359.0,42577034.0,499245923.0,169914555.0
2021-09-12,38731.0,40143649.0,290.0,649649.0,42672171.0,500123394.0,170266845.0
2021-09-13,275369.0,40419018.0,1648.0,651297.0,42801357.0,501447885.0,170548099.0
2021-09-14,149346.0,40568364.0,2576.0,653873.0,42943860.0,503157925.0,170824329.0
2021-09-15,161415.0,39470191.0,2245.0,639901.0,41500939.0,489096096.0,166172699.0
2021-09-16,150799.0,40885275.0,3350.0,659740.0,43231429.0,506900862.0,171570728.0
2021-09-17,162248.0,41047523.0,2504.0,662244.0,43361594.0,508636760.0,172011382.0
2021-09-18,67856.0,41115379.0,816.0,663060.0,43463002.0,509897573.0,172453242.0
2021-09-19,39667.0,41155046.0,300.0,663360.0,43548123.0,510750609.0,172792857.0
2021-09-20,200279.0,41355325.0,2186.0,665545.0,43652802.0,511981053.0,173119027.0
2021-09-21,126777.0,41482102.0,2297.0,667841.0,43774068.0,513729218.0,173374490.0
2021-09-22,144961.0,41627063.0,2721.0,670562.0,43900463.0,515616275.0,173727697.0
2021-09-23,123010.0,41750073.0,3086.0,673646.0,44018904.0,517443212.0,174112656.0
2021-09-24,134719.0,41779682.0,2647.0,675822.0,43987079.0,516419772.0,174089442.0
2021-09-25,51271.0,41937841.0,619.0,676956.0,44220903.0,520424315.0,174826189.0
2021-09-26,33908.0,41971749.0,297.0,677253.0,44288776.0,521207660.0,175136885.0
2021-09-27,184558.0,41769398.0,2238.0,670990.0,43864581.0,512118155.0,172902064.0
2021-09-28,110287.0,42268038.0,2110.0,681693.0,44489660.0,523998202.0,176695739.0
2021-09-29,125467.0,42393505.0,2433.0,684126.0,44603193.0,525844586.0,175746811.0
2021-09-30,112335.0,42505840.0,2662.0,686788.0,44708520.0,527619771.0,175998456.0
2021-10-01,122395.0,42628235.0,2390.0,689178.0,44807031.0,529280529.0,176222394.0
2021-10-02,44076.0,42672311.0,640.0,689818.0,44885380.0,530484680.0,176506637.0
2021-10-03,25533.0,42697844.0,249.0,690066.0,44944094.0,531203041.0,176854416.0
2021-10-04,165530.0,42863374.0,1992.0,692057.0,45025083.0,532341569.0,177149037.0
2021-10-05,96024.0,42959398.0,1977.0,694034.0,45123250.0,534033692.0,177366886.0
2021-10-06,113227.0,42647482.0,2435.0,689248.0,44678189.0,532151914.0,176107616.0
2021-10-07,102141.0,43184377.0,2400.0,698894.0,45321795.0,537606177.0,177903391.0
2021-10-08,110287.0,43294664.0,2385.0,701279.0,45410809.0,539255414.0,178184961.0
2021-10-09,37217.0,43331881.0,501.0,701780.0,45482922.0,540389390.0,178474428.0
2021-10-10,22508.0,42851984.0,190.0,694139.0,45222643.0,537722836.0,0.0
2021-10-11,117532.0,43472388.0,1107.0,703366.0,45604449.0,542081371.0,0.0
2021-10-12,108915.0,43581302.0,2528.0,705894.0,45689846.0,543603440.0,178956435.0
2021-10-13,100930.0,42561183.0,2136.0,687577.0,44622024.0,535910320.0,175378853.0
2021-10-14,85813.0,43770364.0,1977.0,710001.0,45860109.0,547049252.0,179445716.0
2021-10-15,95712.0,43866076.0,2129.0,712130.0,45935871.0,548639958.0,179798581.0
2021-10-16,33433.0,43899509.0,384.0,712514.0,45998303.0,549743705.0,180030513.0
2021-10-17,21950.0,43921459.0,182.0,712696.0,46043596.0,550372116.0,180263289.0
2021-10-18,119630.0,44041088.0,1879.0,714575.0,46103691.0,551478364.0,180410145.0
2021-10-19,76475.0,43159674.0,1934.0,707216.0,45165905.0,544677086.0,177356918.0
2021-10-20,81580.0,43031250.0,1909.0,705914.0,45027210.0,547621791.0,177139022.0
2021-10-21,76110.0,43744120.0,1815.0,718269.0,45716614.0,551767543.0,179262236.0
2021-10-22,83033.0,43827153.0,2089.0,720358.0,45784961.0,553249075.0,179700286.0
2021-10-23,29694.0,43856847.0,448.0,720806.0,45840246.0,554251649.0,179905389.0
2021-10-24,16901.0,43873748.0,147.0,720953.0,45880952.0,554815161.0,180077168.0
2021-10-25,96334.0,43970082.0,1362.0,722314.0,45935158.0,555855512.0,180192631.0
2021-10-26,83650.0,43921291.0,1677.0,722448.0,45895866.0,554812493.0,179411621.0
2021-10-27,82945.0,43185546.0,1936.0,708960.0,45186822.0,551186694.0,177411542.0
2021-10-28,75917.0,42106073.0,1690.0,689601.0,44064723.0,543013777.0,173795460.0
2021-10-29,81912.0,43346170.0,1894.0,712532.0,45320050.0,554123612.0,178385131.0
2021-10-30,29291.0,44204061.0,300.0,728364.0,46157062.0,560351251.0,180800143.0
2021-10-31,17587.0,39305034.0,159.0,656379.0,41258319.0,476096110.0,156776285.0
2021-11-01,114011.0,44336728.0,1086.0,729605.0,46248222.0,561812252.0,181128295.0
2021-11-02,71538.0,43375392.0,1468.0,711486.0,45233501.0,556104220.0,178226269.0
2021-11-03,80640.0,44628031.0,1829.0,734464.0,46515059.0,567615360.0,182290079.0
2021-11-04,78320.0,44706351.0,1067.0,735531.0,46590213.0,569106270.0,182571906.0
2021-11-05,88095.0,44794446.0,2282.0,737813.0,46657594.0,570361116.0,182742609.0
2021-11-06,31791.0,44826237.0,397.0,738210.0,46709601.0,571173546.0,182929722.0
2021-11-07,20641.0,39120671.0,104.0,657045.0,40995073.0,474910150.0,155144310.0
2021-11-08,89351.0,31262823.0,911.0,521309.0,32208956.0,397300981.0,126077427.0
